gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,major_group,average_score,performance_category,sains_score,sosial_score,bahasa_score,gender_Female,gender_Male,career_encoded,major_group_encoded
Female,0,0.2,0,0.14,Teacher,0.25531914893617014,0.19999999999999996,0.94,0.8800000000000001,0.546875,0.6326530612244896,0.15000000000000013,Sosial & Hukum,0.46351351351351355,Rendah,0.631578947368421,0.1797752808988764,0.6326530612244896,1,0,15,3
Male,0,0.1,0,0.14,Social Network Studies,0.574468085106383,0.21999999999999997,1.0,0.30000000000000004,0.796875,0.2857142857142856,0.025000000000000133,Sosial & Hukum,0.4016216216216215,Rendah,0.6608187134502923,0.1348314606741574,0.2857142857142856,0,1,12,3
Female,1,0.7000000000000001,0,0.08,Business Owner,0.8723404255319149,0.17999999999999994,0.3800000000000001,0.3400000000000001,0.828125,0.30612244897959173,0.3250000000000002,Bisnis & Keuangan,0.39378378378378365,Rendah,0.5847953216374269,0.24719101123595522,0.30612244897959173,1,0,3,0
Female,0,1.0,0,0.04,Business Owner,0.27659574468085113,0.8800000000000001,0.72,1.0,0.328125,0.8163265306122447,0.07500000000000018,Bisnis & Keuangan,0.5483783783783787,Sedang,0.5263157894736841,0.5280898876404494,0.8163265306122447,1,0,3,0
Female,0,0.30000000000000004,0,0.78,Doctor,0.9148936170212765,0.8,0.72,0.8400000000000001,0.875,0.9183673469387754,0.6750000000000003,Sains & Kesehatan,0.8648648648648647,Tinggi,0.8596491228070176,0.752808988764045,0.9183673469387754,1,0,6,1
Male,0,0.6000000000000001,0,0.0,Business Owner,0.8723404255319149,0.0,0.56,0.28,0.671875,0.4897959183673468,0.6000000000000001,Bisnis & Keuangan,0.4208108108108106,Rendah,0.5614035087719298,0.2696629213483146,0.4897959183673468,0,1,3,0
Female,0,0.30000000000000004,1,0.6,Scientist,0.8297872340425532,0.28,0.8600000000000001,0.8200000000000001,0.6875,0.7959183673469385,0.30000000000000004,Sains & Kesehatan,0.6448648648648649,Sedang,0.8011695906432745,0.2921348314606742,0.7959183673469385,1,0,11,1
Male,0,0.2,1,0.56,Software Engineer,0.7021276595744681,0.6600000000000001,0.7,0.5800000000000001,0.890625,0.5306122448979591,0.42500000000000004,Teknologi,0.6370270270270268,Sedang,0.7251461988304091,0.5617977528089888,0.5306122448979591,0,1,13,5
Male,0,0.1,0,0.74,Doctor,0.8297872340425532,0.74,0.8400000000000001,0.98,0.953125,0.7551020408163263,0.6499999999999999,Sains & Kesehatan,0.8727027027027028,Tinggi,0.9415204678362574,0.7078651685393258,0.7551020408163263,0,1,6,1
Female,0,0.2,0,0.54,Software Engineer,0.978723404255319,0.30000000000000004,0.96,0.5,0.46875,0.4489795918367345,1.0,Teknologi,0.6216216216216217,Sedang,0.6959064327485378,0.6179775280898876,0.4489795918367345,1,0,13,5
Male,1,0.30000000000000004,0,0.3,Software Engineer,1.0,0.8,0.43999999999999995,0.96,0.578125,0.9591836734693875,0.30000000000000004,Teknologi,0.7259459459459461,Tinggi,0.7251461988304091,0.5842696629213484,0.9591836734693875,0,1,13,5
Male,0,0.8,0,0.08,Business Owner,0.0851063829787233,0.10000000000000009,0.56,0.8800000000000001,0.734375,0.7755102040816324,0.7000000000000002,Bisnis & Keuangan,0.4981081081081078,Rendah,0.5438596491228069,0.3707865168539326,0.7755102040816324,0,1,3,0
Female,0,0.9,0,0.04,Business Owner,0.7659574468085106,0.43999999999999995,0.3600000000000001,0.43999999999999995,0.546875,0.08163265306122436,0.75,Bisnis & Keuangan,0.39378378378378365,Rendah,0.4736842105263157,0.5842696629213484,0.08163265306122436,1,0,3,0
Male,0,0.9,0,0.02,Business Owner,0.0,0.52,0.6200000000000001,0.10000000000000009,0.3125,0.6122448979591835,0.4750000000000001,Bisnis & Keuangan,0.2548648648648646,Rendah,0.15204678362573087,0.50561797752809,0.6122448979591835,0,1,3,0
Female,0,0.4,0,0.7000000000000001,Software Engineer,0.7234042553191489,0.8200000000000001,0.8,0.76,0.921875,0.7755102040816324,0.8250000000000002,Teknologi,0.8418918918918921,Tinggi,0.8245614035087718,0.8314606741573032,0.7755102040816324,1,0,13,5
Female,0,0.5,0,0.44,Doctor,0.8297872340425532,0.72,0.74,0.6200000000000001,0.890625,0.8163265306122447,0.9750000000000001,Sains & Kesehatan,0.8262162162162159,Tinggi,0.7836257309941521,0.8426966292134832,0.8163265306122447,1,0,6,1
Male,0,0.30000000000000004,0,0.68,Banker,1.0,0.54,0.6000000000000001,0.8800000000000001,0.421875,0.8163265306122447,0.75,Bisnis & Keuangan,0.6951351351351354,Tinggi,0.6900584795321636,0.6404494382022472,0.8163265306122447,0,1,2,0
Male,0,0.0,0,0.46,Writer,0.23404255319148937,0.5,0.8600000000000001,0.5800000000000001,0.703125,0.9387755102040816,0.625,Seni & Kreatif,0.6140540540540542,Sedang,0.5730994152046782,0.5617977528089888,0.9387755102040816,0,1,16,2
Male,0,0.1,1,0.34,Accountant,0.553191489361702,0.30000000000000004,0.98,0.41999999999999993,0.625,0.5510204081632653,0.5750000000000002,Bisnis & Keuangan,0.525135135135135,Rendah,0.6198830409356724,0.4269662921348316,0.5510204081632653,0,1,0,0
Female,0,0.30000000000000004,0,0.38,Accountant,0.6170212765957446,1.0,0.21999999999999997,0.94,0.0,0.4897959183673468,0.3250000000000002,Bisnis & Keuangan,0.4208108108108106,Rendah,0.33333333333333326,0.7078651685393258,0.4897959183673468,1,0,0,0
Female,0,0.0,0,0.28,Software Engineer,0.7446808510638299,0.3800000000000001,0.74,1.0,0.8125,0.7142857142857142,0.30000000000000004,Teknologi,0.6756756756756757,Tinggi,0.8421052631578947,0.348314606741573,0.7142857142857142,1,0,13,5
Female,0,0.4,0,0.6,Designer,0.36170212765957444,0.3600000000000001,0.8400000000000001,0.48,0.71875,0.7142857142857142,0.30000000000000004,Seni & Kreatif,0.4981081081081078,Rendah,0.5789473684210527,0.3370786516853932,0.7142857142857142,1,0,5,2
Male,0,0.4,0,0.6,Accountant,0.5106382978723405,0.9199999999999999,0.96,0.78,0.765625,0.2448979591836733,0.050000000000000044,Bisnis & Keuangan,0.5986486486486486,Sedang,0.7602339181286548,0.5393258426966292,0.2448979591836733,0,1,0,0
Female,0,0.1,0,0.48,Banker,0.978723404255319,0.6799999999999999,0.6799999999999999,0.56,0.65625,0.5510204081632653,0.20000000000000018,Bisnis & Keuangan,0.5945945945945945,Sedang,0.7017543859649122,0.4719101123595506,0.5510204081632653,1,0,2,0
Female,0,0.30000000000000004,1,0.62,Social Network Studies,0.7872340425531914,0.8600000000000001,0.8200000000000001,0.6000000000000001,0.78125,0.3877551020408161,0.050000000000000044,Sosial & Hukum,0.6062162162162161,Sedang,0.7485380116959064,0.50561797752809,0.3877551020408161,1,0,12,3
Female,0,0.1,0,0.42,Social Network Studies,0.25531914893617014,0.40000000000000013,0.56,0.96,0.6875,0.3265306122448979,0.125,Sosial & Hukum,0.41702702702702665,Rendah,0.5964912280701753,0.2808988764044944,0.3265306122448979,1,0,12,3
Male,0,0.2,1,0.38,Construction Engineer,0.978723404255319,0.8800000000000001,0.74,0.41999999999999993,0.828125,0.8367346938775508,0.9000000000000004,Teknik & Konstruksi,0.8224324324324324,Tinggi,0.742690058479532,0.898876404494382,0.8367346938775508,0,1,4,4
Male,0,0.1,0,0.58,Construction Engineer,0.8297872340425532,1.0,0.7,0.78,0.703125,0.8367346938775508,0.7000000000000002,Teknik & Konstruksi,0.8186486486486488,Tinggi,0.7485380116959064,0.8764044943820224,0.8367346938775508,0,1,4,4
Male,0,0.4,0,0.42,Banker,0.5106382978723405,0.28,0.28,0.76,0.90625,0.6530612244897958,0.4500000000000002,Bisnis & Keuangan,0.5135135135135134,Rendah,0.6081871345029239,0.3595505617977528,0.6530612244897958,0,1,2,0
Male,0,0.4,0,0.36,Accountant,0.8297872340425532,0.19999999999999996,0.32000000000000006,0.74,0.375,0.6734693877551019,0.875,Bisnis & Keuangan,0.4981081081081078,Rendah,0.502923976608187,0.50561797752809,0.6734693877551019,0,1,0,0
Female,0,0.4,0,0.62,Software Engineer,0.6808510638297873,0.94,0.28,0.8,0.671875,0.6326530612244896,0.5249999999999999,Teknologi,0.6294594594594598,Sedang,0.5789473684210527,0.7640449438202248,0.6326530612244896,1,0,13,5
Male,1,0.7000000000000001,0,0.08,Business Owner,0.25531914893617014,0.10000000000000009,0.32000000000000006,0.0,0.8125,0.12244897959183665,0.6499999999999999,Bisnis & Keuangan,0.20081081081081065,Rendah,0.2923976608187133,0.348314606741573,0.12244897959183665,0,1,3,0
Female,1,0.6000000000000001,0,0.06,Business Owner,0.8510638297872339,0.8800000000000001,0.8400000000000001,0.54,0.796875,0.9795918367346936,0.07500000000000018,Bisnis & Keuangan,0.7337837837837842,Tinggi,0.7602339181286548,0.5280898876404494,0.9795918367346936,1,0,3,0
Female,0,0.4,0,0.06,Game Developer,0.9361702127659575,0.98,0.7,0.9199999999999999,0.859375,0.36734693877551017,0.15000000000000013,Teknologi,0.7259459459459461,Tinggi,0.8771929824561404,0.6179775280898876,0.36734693877551017,1,0,7,5
Male,1,0.4,0,0.06,Business Owner,0.02127659574468077,0.98,0.5800000000000001,0.14000000000000012,0.265625,0.9183673469387754,0.5750000000000002,Bisnis & Keuangan,0.4094594594594596,Rendah,0.14035087719298245,0.808988764044944,0.9183673469387754,0,1,3,0
Male,1,0.5,1,0.1,Business Owner,0.7446808510638299,0.06000000000000005,0.0,0.15999999999999992,0.75,0.06122448979591821,0.9000000000000004,Bisnis & Keuangan,0.2627027027027027,Rendah,0.35672514619883033,0.4382022471910112,0.06122448979591821,0,1,3,0
Female,0,0.5,1,0.54,Lawyer,0.38297872340425543,0.7,0.8600000000000001,0.3600000000000001,1.0,0.8367346938775508,0.6750000000000003,Sosial & Hukum,0.6989189189189189,Tinggi,0.6608187134502923,0.696629213483146,0.8367346938775508,1,0,9,3
Male,0,0.0,1,0.56,Stock Investor,0.5957446808510638,0.96,0.48,0.40000000000000013,0.953125,0.30612244897959173,0.125,Bisnis & Keuangan,0.525135135135135,Rendah,0.6023391812865495,0.5955056179775282,0.30612244897959173,0,1,14,0
Female,0,0.4,0,0.64,Social Network Studies,0.574468085106383,0.56,0.72,0.6000000000000001,0.4375,0.36734693877551017,1.0,Sosial & Hukum,0.5483783783783787,Sedang,0.5321637426900585,0.7640449438202248,0.36734693877551017,1,0,12,3
Female,0,0.0,0,0.28,Accountant,1.0,0.78,0.8,0.8600000000000001,0.0,0.6734693877551019,0.3500000000000001,Bisnis & Keuangan,0.5829729729729729,Sedang,0.5847953216374269,0.5955056179775282,0.6734693877551019,1,0,0,0
Male,0,0.6000000000000001,1,0.32,Stock Investor,0.4893617021276595,0.43999999999999995,0.9199999999999999,0.30000000000000004,0.828125,0.7551020408163263,0.8500000000000001,Bisnis & Keuangan,0.6370270270270268,Sedang,0.6257309941520468,0.6292134831460674,0.7551020408163263,0,1,14,0
Female,0,0.2,0,0.48,Lawyer,0.978723404255319,0.6200000000000001,0.45999999999999996,0.40000000000000013,0.765625,0.7346938775510203,0.025000000000000133,Sosial & Hukum,0.5445945945945947,Sedang,0.631578947368421,0.3595505617977528,0.7346938775510203,1,0,9,3
Male,0,0.9,0,0.0,Business Owner,0.23404255319148937,0.40000000000000013,0.21999999999999997,0.6200000000000001,0.71875,0.020408163265305923,0.25,Bisnis & Keuangan,0.2510810810810813,Rendah,0.4035087719298245,0.3370786516853932,0.020408163265305923,0,1,3,0
Female,0,0.30000000000000004,0,0.64,Banker,0.7872340425531914,0.9199999999999999,0.72,0.21999999999999997,0.828125,0.9795918367346936,0.20000000000000018,Bisnis & Keuangan,0.6718918918918917,Tinggi,0.6257309941520468,0.606741573033708,0.9795918367346936,1,0,2,0
Male,0,0.2,0,0.06,Game Developer,0.6808510638297873,1.0,0.8400000000000001,0.3600000000000001,0.375,0.5510204081632653,0.5750000000000002,Teknologi,0.5829729729729729,Sedang,0.502923976608187,0.8202247191011236,0.5510204081632653,0,1,7,5
Female,0,0.6000000000000001,0,0.62,Software Engineer,0.8085106382978724,0.19999999999999996,0.6799999999999999,0.76,0.625,0.4285714285714284,0.9750000000000001,Teknologi,0.5986486486486486,Sedang,0.7017543859649122,0.550561797752809,0.4285714285714284,1,0,13,5
Female,0,0.30000000000000004,0,0.42,Social Network Studies,0.8936170212765959,0.43999999999999995,0.5800000000000001,0.72,0.796875,0.6326530612244896,0.050000000000000044,Sosial & Hukum,0.5716216216216219,Sedang,0.7485380116959064,0.2696629213483146,0.6326530612244896,1,0,12,3
Male,1,0.2,0,0.36,Banker,0.8723404255319149,0.56,0.45999999999999996,0.94,0.484375,0.5714285714285712,0.9750000000000001,Bisnis & Keuangan,0.664054054054054,Tinggi,0.6549707602339181,0.752808988764045,0.5714285714285712,0,1,2,0
Male,0,0.7000000000000001,0,0.52,Software Engineer,0.8723404255319149,0.78,0.28,0.9199999999999999,0.859375,0.9183673469387754,0.42500000000000004,Teknologi,0.7413513513513512,Tinggi,0.736842105263158,0.6292134831460674,0.9183673469387754,0,1,13,5
Male,0,0.4,0,0.46,Software Engineer,0.7659574468085106,0.98,0.8,0.5800000000000001,0.765625,0.9387755102040816,0.9500000000000002,Teknologi,0.8572972972972972,Tinggi,0.7251461988304091,0.9775280898876404,0.9387755102040816,0,1,13,5
Female,0,0.2,0,0.02,Game Developer,0.8085106382978724,0.6200000000000001,0.76,0.41999999999999993,0.65625,0.6734693877551019,0.40000000000000013,Teknologi,0.5945945945945945,Sedang,0.6374269005847952,0.5280898876404494,0.6734693877551019,1,0,7,5
Female,0,0.5,0,0.66,Lawyer,0.6382978723404256,0.72,0.21999999999999997,0.98,0.984375,0.7755102040816324,0.3250000000000002,Sosial & Hukum,0.6756756756756757,Tinggi,0.7192982456140351,0.550561797752809,0.7755102040816324,1,0,9,3
Male,0,0.7000000000000001,0,0.04,Business Owner,0.9574468085106385,0.30000000000000004,0.06000000000000005,0.28,0.25,0.9387755102040816,0.050000000000000044,Bisnis & Keuangan,0.2935135135135136,Rendah,0.2807017543859649,0.1910112359550562,0.9387755102040816,0,1,3,0
Female,0,0.1,0,0.68,Banker,0.6382978723404256,0.94,0.30000000000000004,0.76,0.484375,0.9183673469387754,0.2250000000000001,Bisnis & Keuangan,0.5791891891891889,Sedang,0.49122807017543857,0.6292134831460674,0.9183673469387754,1,0,2,0
Male,0,0.2,0,0.36,Construction Engineer,0.8085106382978724,0.45999999999999996,0.98,0.40000000000000013,0.421875,0.6122448979591835,0.4500000000000002,Teknik & Konstruksi,0.5405405405405406,Sedang,0.6081871345029239,0.4606741573033708,0.6122448979591835,0,1,4,4
Female,1,0.6000000000000001,0,0.04,Business Owner,0.7872340425531914,0.08000000000000007,0.54,0.48,0.625,0.9387755102040816,0.7000000000000002,Bisnis & Keuangan,0.5445945945945947,Sedang,0.5730994152046782,0.3595505617977528,0.9387755102040816,1,0,3,0
Male,0,0.30000000000000004,0,0.54,Software Engineer,0.8297872340425532,0.72,0.32000000000000006,0.3800000000000001,1.0,0.4285714285714284,0.5,Teknologi,0.5791891891891889,Sedang,0.631578947368421,0.6292134831460674,0.4285714285714284,0,1,13,5
Male,0,0.2,0,0.16,Real Estate Developer,0.23404255319148937,0.28,0.45999999999999996,0.52,0.5625,0.9591836734693875,0.7749999999999999,Bisnis & Keuangan,0.47486486486486457,Rendah,0.3859649122807016,0.50561797752809,0.9591836734693875,0,1,10,0
Male,0,0.4,0,0.28,Software Engineer,0.7872340425531914,0.40000000000000013,0.7,0.19999999999999996,0.703125,0.4285714285714284,0.7000000000000002,Teknologi,0.5059459459459459,Rendah,0.567251461988304,0.5393258426966292,0.4285714285714284,0,1,13,5
Male,0,1.0,1,0.44,Banker,0.978723404255319,0.6200000000000001,0.9199999999999999,0.3800000000000001,0.859375,0.7551020408163263,0.5750000000000002,Bisnis & Keuangan,0.7413513513513512,Tinggi,0.7953216374269005,0.606741573033708,0.7551020408163263,0,1,2,0
Female,0,0.1,0,0.3,Designer,0.7659574468085106,0.32000000000000006,0.8600000000000001,0.6200000000000001,0.78125,0.7755102040816324,0.25,Seni & Kreatif,0.6140540540540542,Sedang,0.7602339181286548,0.2921348314606742,0.7755102040816324,1,0,5,2
Female,1,0.30000000000000004,0,0.44,Writer,0.1914893617021276,0.74,0.8600000000000001,0.6600000000000001,0.890625,0.9591836734693875,0.3250000000000002,Seni & Kreatif,0.6718918918918917,Tinggi,0.6549707602339181,0.5617977528089888,0.9591836734693875,1,0,16,2
Male,1,1.0,0,0.02,Business Owner,0.17021276595744683,0.40000000000000013,0.3800000000000001,0.28,0.359375,0.5714285714285712,0.5,Bisnis & Keuangan,0.25864864864864856,Rendah,0.19883040935672502,0.449438202247191,0.5714285714285712,0,1,3,0
Male,1,0.8,0,0.06,Business Owner,0.0,0.08000000000000007,0.32000000000000006,0.74,0.984375,0.16326530612244894,0.20000000000000018,Bisnis & Keuangan,0.2743243243243245,Rendah,0.502923976608187,0.1348314606741574,0.16326530612244894,0,1,3,0
Female,0,0.2,0,0.4,Software Engineer,0.6808510638297873,1.0,0.28,0.3600000000000001,0.578125,0.6326530612244896,0.6750000000000003,Teknologi,0.5559459459459457,Sedang,0.4152046783625729,0.8651685393258428,0.6326530612244896,1,0,13,5
Female,0,0.7000000000000001,1,0.54,Software Engineer,0.978723404255319,0.8,0.9199999999999999,0.8400000000000001,1.0,0.9795918367346936,0.42500000000000004,Teknologi,0.9189189189189191,Tinggi,0.9824561403508771,0.6404494382022472,0.9795918367346936,1,0,13,5
Female,0,0.30000000000000004,0,0.48,Software Engineer,0.7234042553191489,0.26,0.19999999999999996,0.8,0.828125,0.9999999999999998,0.5,Teknologi,0.5945945945945945,Sedang,0.6257309941520468,0.3707865168539326,0.9999999999999998,1,0,13,5
Female,0,0.1,1,0.1,Social Network Studies,0.46808510638297873,0.8200000000000001,0.6000000000000001,0.8600000000000001,0.59375,0.8775510204081631,0.125,Sosial & Hukum,0.6062162162162161,Sedang,0.6023391812865495,0.5168539325842696,0.8775510204081631,1,0,12,3
Female,0,0.7000000000000001,0,0.68,Social Network Studies,0.7446808510638299,0.8800000000000001,0.6000000000000001,0.26,0.5,0.5510204081632653,0.10000000000000009,Sosial & Hukum,0.46351351351351355,Rendah,0.4678362573099415,0.5393258426966292,0.5510204081632653,1,0,12,3
Male,0,0.30000000000000004,0,0.32,Software Engineer,0.7234042553191489,0.5800000000000001,0.78,0.3600000000000001,0.890625,0.510204081632653,0.8000000000000003,Teknologi,0.652702702702703,Tinggi,0.6900584795321636,0.6853932584269664,0.510204081632653,0,1,13,5
Female,1,0.30000000000000004,0,0.06,Business Owner,0.7234042553191489,0.3400000000000001,0.8800000000000001,0.8400000000000001,0.40625,0.16326530612244894,0.125,Bisnis & Keuangan,0.4286486486486487,Rendah,0.6783625730994152,0.24719101123595522,0.16326530612244894,1,0,3,0
Female,0,0.1,0,0.3,Stock Investor,0.4893617021276595,0.3400000000000001,0.6600000000000001,0.7,0.859375,0.22448979591836715,0.17500000000000004,Bisnis & Keuangan,0.4478378378378378,Rendah,0.6783625730994152,0.2696629213483146,0.22448979591836715,1,0,14,0
Female,0,0.7000000000000001,0,0.22,Government Officer,0.14893617021276606,0.6000000000000001,0.21999999999999997,0.26,0.921875,0.857142857142857,0.375,Sosial & Hukum,0.43243243243243223,Rendah,0.3508771929824561,0.50561797752809,0.857142857142857,1,0,8,3
Male,0,0.7000000000000001,0,0.64,Scientist,0.6808510638297873,0.30000000000000004,0.98,1.0,0.8125,0.8775510204081631,0.30000000000000004,Sains & Kesehatan,0.7259459459459461,Tinggi,0.8947368421052628,0.303370786516854,0.8775510204081631,0,1,11,1
Male,0,0.30000000000000004,0,0.56,Social Network Studies,0.42553191489361697,0.3400000000000001,0.40000000000000013,0.41999999999999993,0.453125,0.46938775510204067,0.6750000000000003,Sosial & Hukum,0.35540540540540566,Rendah,0.3508771929824561,0.4943820224719102,0.46938775510204067,0,1,12,3
Male,0,0.1,0,0.48,Software Engineer,0.6808510638297873,0.41999999999999993,0.3800000000000001,0.6000000000000001,0.53125,0.5510204081632653,0.15000000000000013,Teknologi,0.4016216216216215,Rendah,0.4970760233918128,0.303370786516854,0.5510204081632653,0,1,13,5
Female,0,0.2,0,0.18,Government Officer,0.8085106382978724,0.52,0.41999999999999993,0.43999999999999995,0.875,0.346938775510204,0.75,Sosial & Hukum,0.5599999999999998,Sedang,0.6257309941520468,0.6292134831460674,0.346938775510204,1,0,8,3
Female,0,0.30000000000000004,1,0.28,Software Engineer,0.978723404255319,0.9000000000000001,0.6600000000000001,0.78,0.703125,0.26530612244897944,0.25,Teknologi,0.641081081081081,Sedang,0.7777777777777777,0.6179775280898876,0.26530612244897944,1,0,13,5
Male,0,0.30000000000000004,0,0.32,Stock Investor,0.8510638297872339,0.9199999999999999,0.3600000000000001,0.74,0.515625,0.7959183673469385,1.0,Bisnis & Keuangan,0.7259459459459461,Tinggi,0.5730994152046782,0.9662921348314608,0.7959183673469385,0,1,14,0
Male,0,0.30000000000000004,0,0.58,Software Engineer,0.7659574468085106,0.5,0.19999999999999996,0.6000000000000001,0.40625,0.7142857142857142,0.3250000000000002,Teknologi,0.42486486486486474,Rendah,0.42105263157894735,0.4269662921348316,0.7142857142857142,0,1,13,5
Male,0,0.0,0,0.28,Accountant,0.8936170212765959,0.56,0.9000000000000001,0.45999999999999996,0.0,0.30612244897959173,0.20000000000000018,Bisnis & Keuangan,0.3708108108108108,Rendah,0.4678362573099415,0.404494382022472,0.30612244897959173,0,1,0,0
Male,0,0.4,0,0.2,Government Officer,0.31914893617021267,0.6400000000000001,0.9000000000000001,0.26,0.40625,0.9795918367346936,0.8250000000000002,Sosial & Hukum,0.5675675675675678,Sedang,0.4035087719298245,0.7303370786516854,0.9795918367346936,0,1,8,3
Male,0,0.5,0,0.62,Software Engineer,0.9574468085106385,0.45999999999999996,0.45999999999999996,0.54,0.796875,0.9795918367346936,0.5750000000000002,Teknologi,0.6756756756756757,Tinggi,0.6783625730994152,0.5168539325842696,0.9795918367346936,0,1,13,5
Male,0,0.4,0,0.68,Stock Investor,0.553191489361702,0.8400000000000001,0.5800000000000001,0.52,0.75,0.346938775510204,0.6499999999999999,Bisnis & Keuangan,0.5754054054054054,Sedang,0.5789473684210527,0.7640449438202248,0.346938775510204,0,1,14,0
Female,0,0.5,0,0.06,Social Network Studies,0.5319148936170213,0.5800000000000001,0.45999999999999996,0.9199999999999999,0.4375,0.8775510204081631,0.625,Sosial & Hukum,0.5945945945945945,Sedang,0.5380116959064327,0.606741573033708,0.8775510204081631,1,0,12,3
Female,0,0.2,1,0.68,Software Engineer,1.0,0.96,0.78,0.7,0.703125,0.2857142857142856,0.8500000000000001,Teknologi,0.7608108108108109,Tinggi,0.7953216374269005,0.9213483146067416,0.2857142857142856,1,0,13,5
Female,0,0.30000000000000004,1,0.04,Artist,0.7021276595744681,0.52,0.6799999999999999,0.8600000000000001,0.625,0.3877551020408161,0.7749999999999999,Seni & Kreatif,0.6216216216216217,Sedang,0.7017543859649122,0.6404494382022472,0.3877551020408161,1,0,1,2
Male,0,0.30000000000000004,0,0.08,Real Estate Developer,0.7234042553191489,0.78,0.8600000000000001,0.96,0.671875,0.4489795918367345,0.7000000000000002,Bisnis & Keuangan,0.7413513513513512,Tinggi,0.807017543859649,0.752808988764045,0.4489795918367345,0,1,10,0
Male,1,0.0,0,0.56,Lawyer,1.0,0.8600000000000001,0.7,0.21999999999999997,0.9375,0.6734693877551019,0.6499999999999999,Sosial & Hukum,0.7337837837837842,Tinggi,0.7192982456140351,0.7752808988764044,0.6734693877551019,0,1,9,3
Female,0,0.0,0,0.1,Game Developer,0.6808510638297873,0.78,0.8800000000000001,0.3800000000000001,0.984375,0.8775510204081631,0.9500000000000002,Teknologi,0.8224324324324324,Tinggi,0.7485380116959064,0.8651685393258428,0.8775510204081631,1,0,7,5
Female,0,0.2,0,0.08,Artist,0.7234042553191489,0.45999999999999996,0.96,0.8200000000000001,0.671875,0.204081632653061,0.42500000000000004,Seni & Kreatif,0.5829729729729729,Sedang,0.7953216374269005,0.449438202247191,0.204081632653061,1,0,1,2
Female,0,0.2,0,0.5,Software Engineer,0.9148936170212765,0.6000000000000001,1.0,0.21999999999999997,0.703125,0.9795918367346936,0.125,Teknologi,0.6448648648648649,Sedang,0.6959064327485378,0.3932584269662922,0.9795918367346936,1,0,13,5
Male,0,0.5,0,0.58,Writer,0.4893617021276595,0.74,0.28,0.48,0.578125,0.8163265306122447,0.9750000000000001,Seni & Kreatif,0.5754054054054054,Sedang,0.39766081871345027,0.8539325842696628,0.8163265306122447,0,1,16,2
